person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
25,female,Bachelor,95818,3,MORTGAGE,10000,DEBTCONSOLIDATION,5.79,0.1,2,641,Yes,0
25,female,High School,95997,1,MORTGAGE,20000,HOMEIMPROVEMENT,6.91,0.21,3,590,No,0
22,male,Bachelor,75094,1,MORTGAGE,2000,MEDICAL,13.35,0.03,4,579,No,0
24,male,Master,78745,2,RENT,11400,HOMEIMPROVEMENT,11.89,0.14,3,711,No,0
24,male,Master,88506,3,RENT,11400,DEBTCONSOLIDATION,14.84,0.13,4,577,No,0
25,male,High School,95574,6,MORTGAGE,9000,DEBTCONSOLIDATION,6.76,0.09,4,521,Yes,0
25,female,High School,75111,1,MORTGAGE,18300,MEDICAL,10.62,0.24,3,471,No,0
22,male,Associate,96198,0,MORTGAGE,10000,EDUCATION,10.99,0.1,2,637,Yes,0
23,female,Associate,95789,0,MORTGAGE,3200,EDUCATION,7.88,0.03,2,614,Yes,0
23,female,Bachelor,130366,3,RENT,11425,VENTURE,10.37,0.09,3,678,Yes,0
23,male,High School,95940,1,MORTGAGE,16000,EDUCATION,12.73,0.17,4,701,No,0
22,female,Associate,95977,0,MORTGAGE,11000,VENTURE,13.11,0.11,4,618,No,0
26,male,Doctorate,95819,4,MORTGAGE,14000,PERSONAL,13.57,0.15,3,683,No,0
25,male,Bachelor,95854,2,OWN,14500,VENTURE,11.48,0.15,3,541,No,0
26,male,Master,96166,6,MORTGAGE,18500,DEBTCONSOLIDATION,11.01,0.19,3,703,No,0
25,male,High School,95890,3,MORTGAGE,15000,MEDICAL,13.79,0.16,2,625,Yes,0
25,female,Master,95513,6,MORTGAGE,7500,PERSONAL,10.01,0.08,3,606,Yes,0
23,male,Master,96049,0,MORTGAGE,3300,VENTURE,5.42,0.03,3,680,Yes,0
24,male,Bachelor,29585,1,RENT,11500,EDUCATION,7.51,0.39,3,599,No,0
26,female,High School,95946,2,MORTGAGE,6075,MEDICAL,6.03,0.06,2,600,Yes,0
24,female,Associate,96024,0,OWN,3800,VENTURE,6.62,0.04,4,591,Yes,0
23,male,Associate,96469,0,MORTGAGE,5000,EDUCATION,5.42,0.05,3,556,Yes,0
23,female,High School,96271,0,MORTGAGE,8000,EDUCATION,7.88,0.08,4,555,Yes,0
22,female,Bachelor,95716,0,MORTGAGE,4750,VENTURE,10.25,0.05,3,594,Yes,0
26,male,Bachelor,96034,1,MORTGAGE,10000,EDUCATION,12.23,0.1,3,646,Yes,0
24,male,Bachelor,96497,1,MORTGAGE,12000,HOMEIMPROVEMENT,9.88,0.12,4,569,Yes,0
25,male,High School,75848,7,OTHER,20000,MEDICAL,15.05,0.26,3,564,No,0
26,female,Doctorate,96128,4,MORTGAGE,6000,EDUCATION,11.36,0.06,2,647,Yes,0
26,female,Associate,96450,4,MORTGAGE,8000,DEBTCONSOLIDATION,12.53,0.08,4,524,Yes,0
26,female,Associate,41867,6,RENT,11500,DEBTCONSOLIDATION,6.62,0.27,3,551,No,0
22,male,Associate,96401,0,MORTGAGE,7000,EDUCATION,7.74,0.07,3,548,Yes,0
21,male,Master,42004,2,RENT,11500,HOMEIMPROVEMENT,15.31,0.27,2,537,No,0
24,female,Bachelor,96524,3,MORTGAGE,7200,EDUCATION,14.17,0.07,3,593,Yes,0
26,female,Bachelor,96162,5,MORTGAGE,7200,DEBTCONSOLIDATION,9.99,0.07,3,653,No,0
25,female,Bachelor,96605,5,MORTGAGE,10000,HOMEIMPROVEMENT,11.01,0.1,4,656,No,0
24,female,Master,97058,6,OWN,12000,EDUCATION,13.49,0.12,4,692,No,0
23,male,High School,48994,3,OWN,13000,EDUCATION,7.29,0.27,4,577,Yes,0
25,female,Associate,97118,4,MORTGAGE,10000,EDUCATION,6.03,0.1,2,599,Yes,0
23,female,Bachelor,96641,1,MORTGAGE,6000,DEBTCONSOLIDATION,11.01,0.06,3,571,Yes,0
23,female,High School,41691,3,RENT,11500,DEBTCONSOLIDATION,11.49,0.28,2,559,No,0
23,male,Bachelor,97132,1,MORTGAGE,24000,EDUCATION,16.32,0.25,3,549,Yes,0
23,male,Associate,48862,0,OWN,3000,EDUCATION,7.66,0.06,3,573,Yes,0
26,female,High School,89537,6,MORTGAGE,15000,EDUCATION,9.91,0.17,3,631,No,0
26,female,Doctorate,51270,2,RENT,11500,EDUCATION,10.95,0.22,4,647,Yes,0
26,male,Master,96895,3,MORTGAGE,12000,VENTURE,16.29,0.12,2,694,No,0
24,male,Bachelor,51549,4,RENT,11500,DEBTCONSOLIDATION,7.88,0.22,2,678,No,0
25,male,Associate,96869,2,MORTGAGE,4000,VENTURE,19.03,0.04,3,624,No,0
25,male,Master,96889,2,MORTGAGE,6000,HOMEIMPROVEMENT,7.9,0.06,3,489,Yes,0
25,male,,51035,1,RENT,11500,VENTURE,13.79,0.23,3,668,Yes,0
24,male,High School,96898,0,MORTGAGE,10000,MEDICAL,11.01,0.1,2,619,No,0
26,male,Associate,55990,2,RENT,11500,DEBTCONSOLIDATION,11.78,0.21,4,679,Yes,0
25,male,Bachelor,56116,4,RENT,11500,VENTURE,12.53,0.2,4,627,Yes,0
23,male,High School,97209,5,MORTGAGE,15000,EDUCATION,12.42,0.15,2,591,Yes,0
26,male,Associate,76600,3,MORTGAGE,11000,MEDICAL,7.9,0.14,3,680,No,0
26,male,Bachelor,69267,4,RENT,11500,HOMEIMPROVEMENT,7.51,0.17,3,717,Yes,0
25,male,High School,96851,1,MORTGAGE,25000,MEDICAL,13.49,0.26,2,665,No,0
22,male,Master,48717,0,OWN,8000,EDUCATION,5.79,0.16,2,709,Yes,0
24,male,Master,75875,1,RENT,11500,EDUCATION,5.79,0.15,3,616,Yes,0
23,female,Bachelor,96697,2,MORTGAGE,24000,DEBTCONSOLIDATION,11.71,0.25,3,650,No,0
24,male,Associate,97123,2,MORTGAGE,18000,HOMEIMPROVEMENT,7.9,0.19,2,683,No,0
24,male,Bachelor,76641,4,RENT,11500,VENTURE,14.79,0.15,2,661,No,0
24,female,Bachelor,83124,3,RENT,11500,VENTURE,11.01,0.14,2,692,Yes,0
23,female,Master,84953,1,RENT,11500,VENTURE,11.86,0.14,3,674,Yes,0
24,male,Bachelor,97184,3,MORTGAGE,8000,PERSONAL,11.01,0.08,4,601,No,0
24,male,Master,97152,4,MORTGAGE,10000,EDUCATION,8.9,0.1,4,687,No,0
24,male,Bachelor,89416,2,RENT,11500,EDUCATION,10.74,0.13,3,583,Yes,0
25,female,Master,97057,0,MORTGAGE,4000,DEBTCONSOLIDATION,6.62,0.04,2,601,Yes,0
24,female,Associate,96736,0,MORTGAGE,12000,VENTURE,6.62,0.12,2,636,No,0
26,female,Master,95695,3,RENT,11500,HOMEIMPROVEMENT,11.99,0.12,3,606,Yes,0
25,male,Associate,89915,3,MORTGAGE,18000,EDUCATION,7.9,0.2,2,628,No,0
24,female,High School,150969,1,RENT,11500,VENTURE,10.38,0.08,2,607,No,0
24,female,Master,50597,2,RENT,11525,MEDICAL,12.99,0.23,3,704,No,0
25,female,Bachelor,94576,2,RENT,11550,DEBTCONSOLIDATION,16.77,0.12,2,644,No,0
22,male,Bachelor,48731,4,RENT,11575,PERSONAL,11.01,0.24,3,675,Yes,0
25,male,Bachelor,96972,5,OWN,12800,VENTURE,11.01,0.13,3,635,Yes,0
22,male,High School,97116,0,MORTGAGE,9500,MEDICAL,11.71,0.1,2,654,No,0
26,female,Associate,85001,8,RENT,11600,DEBTCONSOLIDATION,6.99,0.14,3,671,Yes,0
26,female,Bachelor,97300,5,MORTGAGE,4200,HOMEIMPROVEMENT,14.27,0.04,4,625,Yes,0
26,male,Associate,86443,4,RENT,11600,MEDICAL,10.99,0.13,2,674,No,0
23,male,Bachelor,49208,0,RENT,11650,EDUCATION,11.99,0.24,4,569,Yes,0
22,male,Associate,96679,0,MORTGAGE,16000,VENTURE,12.42,0.17,4,507,Yes,0
23,female,High School,70804,3,RENT,11650,MEDICAL,13.47,0.16,2,642,Yes,0
26,male,Master,37163,2,RENT,11700,MEDICAL,11.71,0.31,2,610,No,0
24,male,Associate,96932,4,MORTGAGE,7000,HOMEIMPROVEMENT,14.65,0.07,4,528,Yes,0
25,female,Bachelor,97046,2,MORTGAGE,6000,VENTURE,6.03,0.06,4,676,No,0
25,female,High School,96637,0,MORTGAGE,4900,PERSONAL,15.27,0.05,4,617,Yes,0
26,male,Bachelor,96844,5,MORTGAGE,7000,HOMEIMPROVEMENT,6.03,0.07,4,629,No,0
22,female,Associate,89940,0,MORTGAGE,4000,EDUCATION,7.51,0.04,3,536,No,0
25,male,Bachelor,97283,0,MORTGAGE,18200,PERSONAL,7.9,0.19,2,630,Yes,0
22,male,Bachelor,79926,0,RENT,11750,DEBTCONSOLIDATION,17.14,0.15,2,616,No,0
25,male,Bachelor,97162,4,MORTGAGE,5000,MEDICAL,7.51,0.05,3,610,Yes,0
22,male,Bachelor,54380,1,RENT,11775,PERSONAL,13.49,0.22,4,578,Yes,0
22,female,Associate,42812,0,RENT,11800,VENTURE,10.95,0.28,2,676,No,0
25,female,High School,97093,5,MORTGAGE,10000,VENTURE,11.01,0.1,4,606,Yes,0
24,female,Bachelor,49052,4,RENT,11800,VENTURE,6.92,0.24,4,550,Yes,0
25,male,Bachelor,97173,0,MORTGAGE,3000,MEDICAL,6.03,0.03,2,669,No,0
23,male,High School,51223,4,RENT,11800,EDUCATION,12.69,0.23,2,631,Yes,0
26,male,Bachelor,92282,4,RENT,11800,DEBTCONSOLIDATION,13.11,0.13,3,640,No,0
22,female,Bachelor,113829,1,RENT,11800,VENTURE,13.99,0.1,4,609,No,0
23,male,Bachelor,97004,5,MORTGAGE,7000,EDUCATION,16.29,0.07,3,663,Yes,0
22,male,Bachelor,52086,0,RENT,11850,MEDICAL,14.11,0.23,2,699,No,0
25,female,High School,61137,2,RENT,11875,PERSONAL,10.65,0.19,2,638,No,0
23,female,Bachelor,42804,3,RENT,11900,DEBTCONSOLIDATION,7.66,0.28,3,656,No,0
25,female,Master,97100,3,MORTGAGE,11000,PERSONAL,6.62,0.11,3,612,No,0
21,female,Bachelor,60997,0,RENT,11975,DEBTCONSOLIDATION,11.01,0.2,3,601,Yes,0
23,female,Associate,96867,0,MORTGAGE,22000,VENTURE,10.65,0.23,2,627,No,0
23,female,Master,97136,0,MORTGAGE,2000,VENTURE,7.9,0.02,4,624,Yes,0
24,male,Associate,97266,0,MORTGAGE,2000,PERSONAL,15.27,0.02,3,598,Yes,0
25,male,Associate,25129,0,RENT,12000,VENTURE,8.07,0.48,4,593,No,0
22,male,Bachelor,97417,0,MORTGAGE,35000,EDUCATION,11.01,0.36,2,571,Yes,0
25,male,Master,97393,1,MORTGAGE,12000,VENTURE,5.99,0.12,2,614,Yes,0
24,male,Bachelor,96739,1,OWN,2200,EDUCATION,13.49,0.02,4,626,No,0
23,male,Master,89626,0,MORTGAGE,25975,DEBTCONSOLIDATION,11.01,0.29,2,634,No,0
22,male,Associate,29505,0,RENT,12000,PERSONAL,14.79,0.41,2,623,No,0
24,female,High School,29658,3,RENT,12000,PERSONAL,10.36,0.4,4,648,No,0
25,male,Master,29739,0,RENT,12000,DEBTCONSOLIDATION,12.17,0.4,4,681,No,0
24,female,Associate,97315,0,MORTGAGE,5000,HOMEIMPROVEMENT,6.99,0.05,4,569,Yes,0
22,male,High School,30519,0,RENT,12000,PERSONAL,9.63,0.39,3,669,No,0
23,male,High School,96779,0,MORTGAGE,10000,EDUCATION,11.01,0.1,2,540,Yes,0
24,female,Bachelor,32293,1,RENT,12000,MEDICAL,7.9,0.37,2,632,No,0
25,female,Master,32160,1,RENT,12000,MEDICAL,11.99,0.37,3,647,No,0
25,male,Associate,97065,2,MORTGAGE,14000,VENTURE,15.62,0.14,4,670,Yes,0
24,female,High School,32476,0,RENT,12000,VENTURE,14.26,0.37,3,523,No,0
24,female,High School,97155,2,MORTGAGE,5550,HOMEIMPROVEMENT,8.49,0.06,2,692,No,0
21,female,Master,97167,0,MORTGAGE,12000,EDUCATION,5.99,0.12,2,669,No,0
24,male,High School,96783,3,MORTGAGE,2500,MEDICAL,11.49,0.03,2,635,Yes,0
23,male,Master,34196,4,RENT,12000,EDUCATION,14.27,0.35,4,722,No,0
24,male,High School,96612,0,MORTGAGE,3000,VENTURE,6.99,0.03,2,640,No,0
22,female,High School,96971,0,MORTGAGE,16000,EDUCATION,11.99,0.16,3,522,Yes,0
24,female,Bachelor,35822,0,RENT,12000,MEDICAL,15.05,0.33,2,618,No,0
23,male,Master,97138,1,MORTGAGE,9000,EDUCATION,7.49,0.09,4,664,Yes,0
23,male,Bachelor,97101,0,MORTGAGE,8000,MEDICAL,10.99,0.08,3,606,No,0
24,female,Bachelor,36489,0,RENT,12000,VENTURE,7.66,0.33,3,636,No,0
26,male,Associate,97339,7,MORTGAGE,5000,MEDICAL,11.01,0.05,3,619,Yes,0
25,female,Associate,97318,5,MORTGAGE,15500,MEDICAL,11.01,0.16,3,674,Yes,0
22,male,Bachelor,36827,0,RENT,12000,EDUCATION,10.99,0.33,3,677,No,0
24,female,Bachelor,97159,2,MORTGAGE,5000,VENTURE,15.62,0.05,2,695,Yes,0
21,female,Bachelor,36918,0,RENT,12000,VENTURE,5.79,0.33,3,665,No,0
24,female,High School,36965,0,RENT,12000,EDUCATION,6.91,0.32,3,517,No,0
23,female,Bachelor,97085,3,MORTGAGE,3000,PERSONAL,5.99,0.03,3,553,Yes,0
25,male,High School,96922,3,OWN,2700,PERSONAL,10.59,0.03,4,643,No,0
24,female,Bachelor,97142,1,OWN,12000,VENTURE,7.49,0.12,3,660,No,0
23,male,Bachelor,97031,0,MORTGAGE,4000,VENTURE,15.23,0.04,3,579,Yes,0
22,male,Bachelor,37237,0,RENT,12000,EDUCATION,13.72,0.32,2,551,No,0
23,male,High School,96951,2,MORTGAGE,5500,VENTURE,5.42,0.06,2,655,No,0
22,male,High School,36837,0,RENT,12000,VENTURE,14.46,0.33,2,579,No,0
24,male,Associate,97223,3,MORTGAGE,12000,VENTURE,13.99,0.12,3,558,Yes,0
22,female,High School,37024,1,RENT,12000,EDUCATION,10.62,0.32,3,496,No,0
24,female,Bachelor,96884,3,MORTGAGE,9000,MEDICAL,11.01,0.09,4,696,No,0
23,female,High School,97181,0,OWN,4000,VENTURE,5.99,0.04,4,586,No,0
24,male,Master,37001,0,RENT,12000,PERSONAL,11.48,0.32,3,585,No,0
25,male,Bachelor,36905,3,RENT,12000,VENTURE,11.48,0.33,4,561,No,0
22,female,High School,37021,3,RENT,12000,MEDICAL,9.32,0.32,3,583,No,0
22,male,High School,96867,0,OWN,4800,EDUCATION,10.99,0.05,4,632,Yes,0
25,male,Associate,96986,2,MORTGAGE,10000,VENTURE,7.49,0.1,4,705,No,0
23,female,Bachelor,96721,1,MORTGAGE,6000,EDUCATION,5.99,0.06,4,661,No,0
26,male,Master,97033,3,MORTGAGE,10800,DEBTCONSOLIDATION,11.99,0.11,3,594,Yes,0
21,female,Bachelor,97216,0,MORTGAGE,5000,EDUCATION,12.99,0.05,2,567,Yes,0
22,female,Bachelor,38399,0,RENT,12000,DEBTCONSOLIDATION,10.25,0.31,4,702,No,0
25,female,Associate,97196,3,MORTGAGE,20000,EDUCATION,15.62,0.21,3,600,No,0
24,female,Bachelor,89984,2,OWN,35000,DEBTCONSOLIDATION,20,0.39,3,639,No,0
25,female,High School,97200,1,MORTGAGE,10250,DEBTCONSOLIDATION,5.42,0.11,4,521,Yes,0
22,male,Master,39035,2,RENT,12000,EDUCATION,10.39,0.31,2,566,No,0
22,female,Bachelor,38823,0,RENT,12000,DEBTCONSOLIDATION,5.42,0.31,2,604,No,0
22,female,High School,97055,0,MORTGAGE,1500,EDUCATION,10.37,0.02,2,643,Yes,0
26,male,Associate,89599,4,MORTGAGE,24000,EDUCATION,10.74,0.27,3,585,No,0
24,male,High School,38953,1,RENT,12000,MEDICAL,7.51,0.31,2,653,No,0
22,male,Bachelor,89796,0,MORTGAGE,19000,VENTURE,20,0.21,2,670,No,0
23,male,Bachelor,89594,0,MORTGAGE,2100,PERSONAL,11.01,0.02,4,690,No,0
23,female,High School,96764,0,MORTGAGE,4800,VENTURE,7.29,0.05,4,681,Yes,0
24,male,Associate,39563,3,RENT,12000,MEDICAL,7.29,0.3,2,554,No,0
22,female,High School,97112,0,MORTGAGE,7250,PERSONAL,11.01,0.07,3,558,Yes,0
24,female,High School,39360,3,RENT,12000,EDUCATION,13.85,0.3,3,680,No,0
26,male,Master,89743,2,MORTGAGE,16800,DEBTCONSOLIDATION,16.4,0.19,4,609,No,0
24,male,High School,39039,0,RENT,12000,DEBTCONSOLIDATION,12.87,0.31,2,668,No,0
26,male,Bachelor,39424,4,RENT,12000,MEDICAL,8.94,0.3,3,578,No,0
21,female,Associate,39750,0,RENT,12000,PERSONAL,11.01,0.3,4,681,No,0
25,female,High School,97019,4,MORTGAGE,14625,HOMEIMPROVEMENT,12.68,0.15,4,607,No,0
22,female,Master,40113,2,RENT,12000,MEDICAL,11.49,0.3,2,691,No,0
23,male,High School,40403,0,RENT,12000,DEBTCONSOLIDATION,8.49,0.3,3,612,No,0
25,male,High School,96993,3,MORTGAGE,12000,HOMEIMPROVEMENT,10,0.12,4,549,Yes,0
22,male,Master,41274,3,RENT,12000,PERSONAL,13.98,0.29,3,717,No,0
24,female,Associate,96975,4,MORTGAGE,25000,PERSONAL,14.46,0.26,2,619,Yes,0
23,male,Bachelor,41481,0,RENT,12000,VENTURE,13.11,0.29,4,646,No,0
22,female,Bachelor,41002,0,RENT,12000,PERSONAL,9.91,0.29,4,604,No,0
21,female,High School,41107,0,RENT,12000,MEDICAL,11.12,0.29,3,659,No,0
26,male,Bachelor,97115,3,MORTGAGE,6300,EDUCATION,5.79,0.06,4,635,No,0
24,female,Bachelor,41528,5,RENT,12000,MEDICAL,11.71,0.29,4,596,No,0
24,female,Bachelor,96935,1,MORTGAGE,20000,PERSONAL,6.54,0.21,4,605,Yes,0
23,male,Bachelor,96579,0,OWN,9000,PERSONAL,9.62,0.09,2,560,Yes,0
25,male,Master,97083,2,MORTGAGE,13000,DEBTCONSOLIDATION,6.54,0.13,3,613,Yes,0
26,female,Associate,41702,6,RENT,12000,PERSONAL,14.96,0.29,3,617,No,0
24,female,Bachelor,97043,1,OWN,16000,EDUCATION,6.17,0.16,4,558,Yes,0
25,male,Master,97261,5,MORTGAGE,12000,VENTURE,6.91,0.12,2,615,Yes,0
26,female,Bachelor,96837,4,MORTGAGE,18000,EDUCATION,5.79,0.19,4,636,Yes,0
23,male,High School,41807,1,RENT,12000,DEBTCONSOLIDATION,12.84,0.29,4,612,No,0
25,male,Associate,97019,4,MORTGAGE,18000,DEBTCONSOLIDATION,5.79,0.19,2,662,Yes,0
26,male,Associate,96954,4,MORTGAGE,2000,MEDICAL,6.91,0.02,3,669,Yes,0
25,male,High School,97172,5,MORTGAGE,3000,MEDICAL,6.17,0.03,4,606,Yes,0
25,female,High School,96697,1,MORTGAGE,25000,EDUCATION,10.36,0.26,3,594,Yes,0
25,female,Associate,97044,1,MORTGAGE,10000,MEDICAL,5.79,0.1,4,626,No,0
24,female,Bachelor,41572,1,RENT,12000,EDUCATION,10.62,0.29,3,677,No,0
22,male,Bachelor,49144,0,OWN,6000,EDUCATION,8,0.12,3,658,No,0
26,male,Master,41730,3,RENT,12000,DEBTCONSOLIDATION,10.39,0.29,2,646,No,0
22,male,High School,42266,1,RENT,12000,EDUCATION,14.84,0.28,2,644,No,0
24,male,Master,42503,0,RENT,12000,MEDICAL,10.38,0.28,2,601,No,0
23,female,Bachelor,96661,0,OWN,25000,VENTURE,9.99,0.26,3,650,No,0
25,female,High School,97470,1,MORTGAGE,15000,VENTURE,12.61,0.15,4,660,Yes,0
24,female,Master,97367,4,MORTGAGE,16000,PERSONAL,7.88,0.16,2,721,No,0
22,male,Bachelor,96754,0,MORTGAGE,2000,MEDICAL,14.72,0.02,3,694,Yes,0
22,male,Associate,43305,1,RENT,12000,PERSONAL,11.01,0.28,2,642,No,0
25,male,High School,48719,1,OWN,6000,EDUCATION,13.47,0.12,3,632,Yes,0
21,female,High School,49039,0,OWN,15000,EDUCATION,13.16,0.31,2,628,Yes,0
23,female,Associate,90015,0,MORTGAGE,10000,VENTURE,11.01,0.11,3,632,No,0
22,male,Bachelor,42765,0,RENT,12000,DEBTCONSOLIDATION,11.71,0.28,4,584,No,0
23,male,Bachelor,43125,0,RENT,12000,DEBTCONSOLIDATION,10,0.28,4,667,No,0
24,male,Bachelor,42823,0,RENT,12000,VENTURE,6.54,0.28,2,637,No,0
26,male,Associate,42791,5,RENT,12000,EDUCATION,10.91,0.28,2,568,No,0
23,female,High School,97443,0,MORTGAGE,8000,EDUCATION,15.58,0.08,4,620,Yes,0
24,male,High School,97188,0,MORTGAGE,24000,DEBTCONSOLIDATION,14.35,0.25,3,613,No,0
26,male,Associate,96820,5,MORTGAGE,4900,VENTURE,6.76,0.05,3,699,Yes,0
25,female,High School,35707,0,RENT,12000,PERSONAL,12.84,0.34,4,559,No,0
24,female,High School,43450,6,RENT,12000,VENTURE,7.29,0.28,4,574,No,0
25,female,Master,96561,0,OWN,10000,EDUCATION,14.72,0.1,3,625,No,0
24,female,High School,49116,0,OWN,2000,EDUCATION,12.53,0.04,4,619,No,0
25,male,Bachelor,44080,7,RENT,12000,MEDICAL,9.91,0.27,3,694,No,0
26,female,High School,37294,7,RENT,12000,DEBTCONSOLIDATION,11.11,0.32,3,581,No,0
23,female,High School,97019,1,MORTGAGE,4000,PERSONAL,7.51,0.04,3,650,Yes,0
24,male,High School,96893,0,MORTGAGE,18000,EDUCATION,7.51,0.19,3,537,Yes,0
23,female,Bachelor,48769,0,OWN,6400,VENTURE,8.32,0.13,3,640,No,0
24,female,Bachelor,44293,0,RENT,12000,MEDICAL,8.88,0.27,4,622,No,0
26,male,Bachelor,97129,4,MORTGAGE,7000,DEBTCONSOLIDATION,7.51,0.07,2,597,Yes,0
25,male,Bachelor,44335,2,RENT,12000,EDUCATION,5.79,0.27,3,631,No,0
22,male,Master,44214,1,RENT,12000,VENTURE,11.49,0.27,2,594,No,0
23,male,Master,96761,4,MORTGAGE,11000,PERSONAL,12.73,0.11,3,601,Yes,0
23,female,Associate,96763,0,MORTGAGE,25000,EDUCATION,10.25,0.26,4,675,No,0
25,female,Associate,76495,4,MORTGAGE,8825,MEDICAL,15.7,0.12,3,689,No,0
21,female,Associate,44963,0,RENT,12000,DEBTCONSOLIDATION,11.49,0.27,4,616,No,0
25,female,Associate,38284,2,RENT,12000,DEBTCONSOLIDATION,13.79,0.31,4,592,No,0
24,female,High School,96990,3,MORTGAGE,18000,EDUCATION,10.62,0.19,2,625,Yes,0
23,male,Associate,96688,0,MORTGAGE,12000,EDUCATION,13.48,0.12,4,624,Yes,0
24,male,High School,97163,4,MORTGAGE,12000,PERSONAL,13.48,0.12,4,663,No,0
22,female,Bachelor,97150,0,MORTGAGE,10000,DEBTCONSOLIDATION,7.14,0.1,4,611,No,0
23,male,Associate,97009,0,MORTGAGE,15000,EDUCATION,9.88,0.15,4,668,Yes,0
26,female,Associate,97189,4,MORTGAGE,15000,EDUCATION,16.07,0.15,2,690,Yes,0
26,female,Master,96945,4,MORTGAGE,25000,VENTURE,11.01,0.26,3,646,Yes,0
25,female,Associate,97177,2,MORTGAGE,12000,VENTURE,7.88,0.12,3,651,Yes,0
26,female,High School,76432,4,OWN,24250,MEDICAL,11.01,0.32,2,586,No,0
22,male,Associate,38690,0,RENT,12000,EDUCATION,10.99,0.31,2,578,No,0
22,male,Associate,97116,2,MORTGAGE,5000,VENTURE,11.36,0.05,3,555,Yes,0
25,male,Associate,97060,5,MORTGAGE,8500,DEBTCONSOLIDATION,7.51,0.09,2,634,No,0
23,male,Associate,96853,2,MORTGAGE,25000,EDUCATION,11.01,0.26,4,673,Yes,0
24,male,High School,96787,2,MORTGAGE,25000,MEDICAL,11.01,0.26,2,638,Yes,0
22,female,Master,45919,0,RENT,12000,EDUCATION,10.62,0.26,2,661,No,0
26,male,Doctorate,97644,3,MORTGAGE,25000,PERSONAL,10.62,0.26,4,689,Yes,0
22,male,Associate,97236,0,MORTGAGE,5000,PERSONAL,7.14,0.05,2,578,Yes,0
21,male,Associate,39261,0,RENT,12000,MEDICAL,11.01,0.31,2,620,No,0
26,female,Bachelor,96986,2,MORTGAGE,5000,PERSONAL,14.96,0.05,3,637,Yes,0
23,male,Associate,97200,0,MORTGAGE,20000,VENTURE,14.96,0.21,3,515,Yes,0
23,male,Bachelor,46796,2,RENT,12000,PERSONAL,11.71,0.26,2,706,No,0
22,female,Bachelor,76438,0,MORTGAGE,12000,MEDICAL,16.35,0.16,2,609,No,0
23,female,Master,97109,5,OWN,6000,EDUCATION,19.13,0.06,4,601,No,0
22,female,Bachelor,89685,0,MORTGAGE,10000,PERSONAL,11.83,0.11,3,635,No,0
21,female,Master,46298,0,RENT,12000,EDUCATION,10.37,0.26,4,659,No,0
26,male,High School,46904,3,RENT,12000,PERSONAL,11.01,0.26,4,697,No,0
24,female,Master,46467,5,RENT,12000,PERSONAL,13.23,0.26,3,659,No,0
23,male,Master,97155,0,MORTGAGE,10000,DEBTCONSOLIDATION,7.74,0.1,3,652,Yes,0
24,male,High School,46456,1,RENT,12000,VENTURE,11.89,0.26,3,583,No,0
22,female,Associate,96956,0,MORTGAGE,6000,DEBTCONSOLIDATION,7.4,0.06,3,655,Yes,0
24,male,Associate,46559,3,RENT,12000,EDUCATION,11.34,0.26,3,632,No,0
25,male,High School,96968,1,MORTGAGE,6000,MEDICAL,7.74,0.06,4,653,Yes,0
24,male,Associate,46451,0,RENT,12000,DEBTCONSOLIDATION,6.17,0.26,3,567,No,0
25,male,Master,96842,7,MORTGAGE,25000,EDUCATION,15.31,0.26,2,671,No,0
24,male,Associate,97031,2,MORTGAGE,6000,PERSONAL,8.59,0.06,4,616,Yes,0
25,male,Bachelor,97293,2,OWN,25000,EDUCATION,11.48,0.26,4,652,Yes,0
22,female,Bachelor,46631,0,RENT,12000,EDUCATION,10.75,0.26,3,661,No,0
25,female,High School,39131,5,RENT,12000,MEDICAL,14.96,0.31,3,670,No,0
22,female,Associate,97260,2,MORTGAGE,2000,EDUCATION,11.01,0.02,4,663,Yes,0
24,male,Associate,96917,0,OWN,5500,VENTURE,8.94,0.06,2,624,No,0
26,male,Associate,96785,4,MORTGAGE,15000,PERSONAL,12.53,0.15,3,629,Yes,0
25,male,Associate,47093,0,RENT,12000,MEDICAL,11.71,0.25,2,515,No,0
23,female,High School,96734,4,MORTGAGE,8500,PERSONAL,11.14,0.09,2,634,Yes,0
23,female,Bachelor,90001,1,MORTGAGE,25000,HOMEIMPROVEMENT,12.18,0.28,2,630,No,0
26,male,Associate,46850,4,RENT,12000,EDUCATION,8.9,0.26,4,619,No,0
26,female,Master,96962,4,OWN,7000,PERSONAL,13.22,0.07,2,664,Yes,0
25,female,High School,97171,2,MORTGAGE,22000,EDUCATION,11.48,0.23,3,655,Yes,0
25,male,Bachelor,48741,1,OWN,12000,VENTURE,8.94,0.25,3,564,Yes,0
26,female,Associate,46564,4,RENT,12000,MEDICAL,5.99,0.26,2,623,No,0
25,female,Associate,47369,2,RENT,12000,MEDICAL,10.38,0.25,4,646,No,0
22,female,High School,97111,0,MORTGAGE,15000,EDUCATION,11.48,0.15,3,635,Yes,0
23,female,High School,47733,4,RENT,12000,EDUCATION,10.99,0.25,4,627,No,0
22,male,High School,47987,0,RENT,12000,EDUCATION,11.11,0.25,3,549,No,0
26,male,Associate,96804,3,MORTGAGE,3000,VENTURE,8,0.03,4,597,No,0
